stationTriplet,stationId,stateCode,networkCode,name,dcoCode,countyName,huc,elevation,latitude,longitude,dataTimeZone,pedonCode,shefId,beginDate,endDate,Latitude,Longitude,x,y,Elevation,Slope,Aspect,Curvature,Northness,Eastness
13022500:WY:USGS,13022500,WY,USGS,Snake R ab Reservoir nr Alpine,ID,Lincoln,170401030509.0,5730.0,43.19611,-110.88944,,,,1937-03-16 00:00:00.0,2100-01-01,43.204,-110.888,392.0,161.0,2033.921,0.40435028,219.38351,3256.5852,-0.6580069,0.56540734
13010065:WY:USGS,13010065,WY,USGS,Snake R at Flagg Ranch,ID,Teton,170401010402.0,6802.0,44.09889,-110.6675,,,,1983-10-01 00:00:00.0,2100-01-01,44.104,-110.672,398.0,136.0,2250.695,0.17053986,293.50446,724.2504,0.37948912,0.74214417
13154500:ID:USGS,13154500,ID,USGS,Snake R at King Hill,ID,Elmore,170501010306.0,2492.0,43.00222,-115.2025,,,,1909-01-01 00:00:00.0,2100-01-01,42.988,-115.208,272.0,167.0,821.7765,1.6745148,359.01096,4062.109,0.7853237,0.01725966
13077000:ID:USGS,13077000,ID,USGS,Snake R at Neeley,ID,Power,170402090301.0,4242.0,42.7675,-112.87944,,,,1907-01-01 00:00:00.0,2100-01-01,42.772,-112.868,337.0,173.0,1402.1409,0.61283875,316.66776,1597.1185,0.62887084,0.6014229
13269000:ID:USGS,13269000,ID,USGS,Snake R at Weiser,ID,Washington,170502010106.0,2087.0,44.24556,-116.98083,,,,1910-10-01 00:00:00.0,2100-01-01,44.248,-116.972,223.0,132.0,644.6328,3.0411377,198.3213,2380.6553,-0.7593993,0.30456507
13343600:WA:USGS,13343600,WA,USGS,Snake R bl Lower Granite Dam-NWS,OR,Garfield,170601070802.0,675.0,46.66766,-117.44491,,,,1960-10-01 00:00:00.0,2100-01-01,46.66,-117.44,210.0,65.0,370.12317,0.2581253,62.841427,3070.6057,0.42820868,-0.72712135
13069500:ID:USGS,13069500,ID,USGS,Snake R nr Blackfoot,ID,Bingham,170402061001.0,4401.0,43.12528,-112.51889,,,,1910-01-01 00:00:00.0,2100-01-01,43.132,-112.508,347.0,163.0,1406.3635,10.413696,287.78275,3.4656773,0.2964113,0.76092905
13037500:ID:USGS,13037500,ID,USGS,Snake R nr Heise,ID,Bonneville,170402010102.0,5015.0,43.6125,-111.66,,,,1910-10-01 00:00:00.0,2100-01-01,43.6,-111.644,371.0,150.0,1621.9194,5.654869,85.669914,1456.3157,0.075359255,-0.7839689
13032500:ID:USGS,13032500,ID,USGS,Snake R nr Irwin,ID,Bonneville,170401040701.0,5353.0,43.35083,-111.21889,,,,1935-01-01 00:00:00.0,2100-01-01,43.348,-111.212,383.0,157.0,1731.0055,0.95752716,343.9558,6829.447,0.7655384,0.2696473
13011000:WY:USGS,13011000,WY,USGS,Snake R nr Moran,ID,Teton,170401010409.0,6760.0,43.85833,-110.58583,,,,1903-10-01 00:00:00.0,2100-01-01,43.852,-110.6,400.0,143.0,2114.0186,4.267166,111.4474,2395.9268,-0.35054567,-0.7495486
13172500:ID:USGS,13172500,ID,USGS,Snake R nr Murphy,ID,Ada,170501030501.0,2271.0,43.29183,-116.42095,,,,1912-08-29 00:00:00.0,2100-01-01,43.276,-116.432,238.0,159.0,901.9133,0.74126434,7.172488,250.411,0.78147024,-0.12421403
13060000:ID:USGS,13060000,ID,USGS,Snake R nr Shelley,ID,Bingham,170402060301.0,4599.0,43.41306,-112.135,,,,1915-01-01 00:00:00.0,2100-01-01,43.42,-112.148,357.0,155.0,1411.0387,9.885284,223.10794,846.5891,-0.6306219,0.59948075
05K16:CO:SNOW,05K16,CO,SNOW,Snake River,CO,Summit,140100020201.0,10000.0,39.63333,-105.9,,,SNKC2,1951-02-01 00:00:00.0,2100-01-01,39.64,-105.884,531.0,260.0,3680.1306,0.19141388,236.5515,-2214.8748,-0.50375444,0.69535655
8315:WY:COOP,8315,WY,COOP,Snake River,MT,Teton,170401010402.0,6880.0,44.13333,-110.66666,,,SNKW4,1905-07-01 00:00:00.0,2100-01-01,44.14,-110.672,398.0,135.0,2128.1016,0.2184143,278.59973,3474.6038,0.14843127,0.779745
13062500:ID:USGS,13062500,ID,USGS,Snake River at Blackfoot ID,ID,Bingham,170402070608.0,4490.0,43.18333,-112.36667,,,,1978-01-01 00:00:00.0,2100-01-01,43.168,-112.364,351.0,162.0,1396.186,0.56453705,346.3118,-272.6421,0.7709936,0.23236382
10E12:WY:SNOW,10E12,WY,SNOW,Snake River Station,ID,Teton,170401010402.0,6920.0,44.13352,-110.669,,,SKRW4,1919-01-01 00:00:00.0,2100-01-01,44.14,-110.672,398.0,135.0,2128.1016,0.2184143,278.59973,3474.6038,0.14843127,0.779745
764:WY:SNTL,764,WY,SNTL,Snake River Station,ID,Teton,170401010402.0,6920.0,44.13361,-110.66917,-8.0,55510.0,SKRW4,1989-10-01 00:00:00.0,2100-01-01,44.14,-110.672,398.0,135.0,2128.1016,0.2184143,278.59973,3474.6038,0.14843127,0.779745
765:WY:SNTL,765,WY,SNTL,Snider Basin,ID,Sublette,140401010906.0,8060.0,42.4949,-110.53203,-8.0,,SNIW4,1980-09-15 00:00:00.0,2100-01-01,42.484,-110.528,402.0,181.0,2556.6355,0.30233765,342.09796,-262.09082,0.7605944,0.29822296
7773:WA:COOP,7773,WA,COOP,Snoqualmie Falls,OR,King,171100100404.0,440.0,47.55,-121.85,,,SQLW1,1898-10-01 00:00:00.0,2100-01-01,47.56,-121.868,87.0,40.0,96.60536,0.53113556,348.8278,2771.8706,0.7758325,0.19138688
11P06:AZ:SNOW,11P06,AZ,SNOW,Snow Bowl #2,CO,Coconino,150602020301.0,11200.0,35.33333,-111.7,,,XSBA3,1965-01-01 00:00:00.0,2100-01-01,35.32,-111.716,369.0,380.0,2667.1826,0.11291504,202.09018,-8718.039,-0.74731475,0.35970423
SNF:CA:SNOW,SNF,CA,SNOW,Snow Flat,UN,Mariposa,180400080105.0,8700.0,37.827,-119.497,,,,1930-02-01 00:00:00.0,2100-01-01,37.84,-119.492,153.0,310.0,2519.8464,0.3233261,289.364,-4562.5264,0.32016158,0.75629866
10F20:WY:SNOW,10F20,WY,SNOW,Snow King Mountain,ID,Teton,170401030105.0,7660.0,43.46258,-110.7654,,,SKGW4,1959-02-01 00:00:00.0,2100-01-01,43.456,-110.78,395.0,154.0,2293.0022,0.25572968,236.03284,618.1609,-0.50951165,0.6923875
767:OR:SNTL,767,OR,SNTL,Snow Mountain,OR,Harney,171200020501.0,6230.0,43.94885,-119.54013,-8.0,,SNWO3,1978-10-01 00:00:00.0,2100-01-01,43.96,-119.528,152.0,140.0,1906.793,0.40333557,179.49478,-6399.687,-0.7853787,-0.008817379
SMT:CA:SNOW,SMT,CA,SNOW,Snow Mountain,UN,Shasta,180200031102.0,6050.0,40.767,-121.783,,,,1930-04-01 00:00:00.0,2100-01-01,40.756,-121.796,89.0,229.0,1814.3235,0.7343216,203.9257,-9514.728,-0.74053556,0.3852831
SNM:CA:MSNT,SNM,CA,MSNT,Snow Mountain,GC,Shasta,180200031102.0,5950.0,40.778,-121.782,,,,1983-10-01 00:00:00.0,2100-01-01,40.792,-121.796,89.0,228.0,1653.6533,0.26070404,23.192953,-8205.914,0.7433134,-0.37517512
16H11:NV:SNOW,16H11,NV,SNOW,Snow Storm Mountain-Am,UT,Elko,160401090203.0,7403.0,41.33981,-116.98044,,,SSMN2,1983-02-01 00:00:00.0,2100-01-01,41.332,-116.972,223.0,213.0,2254.3599,0.37148285,13.969339,-8527.84,0.77038985,-0.23687081
766:UT:SNTL,766,UT,SNTL,Snowbird,UT,Salt Lake,160202040202.0,9177.0,40.56914,-111.65852,-8.0,,SBDU1,1989-08-23 00:00:00.0,2100-01-01,40.576,-111.644,371.0,234.0,2883.425,0.19808197,143.21458,-9123.122,-0.6752796,-0.53955126
927:AZ:SNTL,927,AZ,SNTL,Snowslide Canyon,CO,Coconino,150200160201.0,9744.0,35.34179,-111.65084,-8.0,,XSCA3,1997-09-01 00:00:00.0,2100-01-01,35.356,-111.644,371.0,379.0,2838.4414,0.12017822,71.06332,-12326.394,0.31380045,-0.7575916
1208:NV:SNTL,1208,NV,SNTL,Snowstorm Mtn,UT,Elko,160401090203.0,7403.0,41.33981,-116.98044,-8.0,,SSMN2,2011-12-23 00:00:00.0,2100-01-01,41.332,-116.972,223.0,213.0,2254.3599,0.37148285,13.969339,-8527.84,0.77038985,-0.23687081
SCF:CA:SNOW,SCF,CA,SNOW,Soda Creek Flat,UN,Tuolumne,180400100202.0,7800.0,38.27,-119.678,,,,2016-01-01 00:00:00.0,2100-01-01,38.272,-119.672,148.0,298.0,2498.1567,0.27035522,219.48375,-3632.1106,-0.6573108,0.56637025
07E05:WY:SNOW,07E05,WY,SNOW,Soldier Park,MT,Johnson,100902060103.0,8780.0,44.34847,-107.0136,,,SOLW4,1950-04-01 00:00:00.0,2100-01-01,44.356,-107.0,500.0,129.0,2488.0056,0.4825592,96.61644,2659.665,-0.114716366,-0.7820569
1132:WY:SNTL,1132,WY,SNTL,Soldier Park,MT,Johnson,100902060103.0,8720.0,44.34847,-107.0136,-8.0,52449.0,SLDW4,2010-08-06 00:00:00.0,2100-01-01,44.356,-107.0,500.0,129.0,2488.0056,0.4825592,96.61644,2659.665,-0.114716366,-0.7820569
769:ID:SNTL,769,ID,SNTL,Soldier R.S.,ID,Camas,170402200303.0,5740.0,43.48407,-114.82692,-8.0,,SRSI1,1985-10-01 00:00:00.0,2100-01-01,43.492,-114.812,283.0,153.0,1776.0182,0.21812439,204.16399,632.4443,-0.7396117,0.38854015
770:ID:SNTL,770,ID,SNTL,Somsen Ranch,ID,Caribou,170402070101.0,6800.0,42.95275,-111.35933,-8.0,,SORI1,1978-10-01 00:00:00.0,2100-01-01,42.952,-111.356,379.0,168.0,2092.8718,0.5700836,45.881527,253.56349,0.60813355,-0.62263983
7740:MT:COOP,7740,MT,COOP,Sonnette 2 WNW,MT,Powder River,100901021001.0,3900.0,45.41666,-105.85,,,SONM8,1965-10-01 00:00:00.0,2100-01-01,45.4,-105.848,532.0,100.0,1221.4047,2.2401123,26.546146,-1150.8118,0.72980964,-0.42028832
19L07:CA:SNOW,19L07,CA,SNOW,Sonora Pass,UT,Mono,160503020104.0,8760.0,38.3153,-119.6081,,,SRAC1,1930-04-01 00:00:00.0,2100-01-01,38.308,-119.6,150.0,297.0,2969.5913,0.17049408,74.799545,743.8194,0.25642464,-0.7675958
771:CA:SNTL,771,CA,SNTL,Sonora Pass,UT,Mono,160503020104.0,8770.0,38.31021,-119.6003,-8.0,,SRAC1,1978-10-01 00:00:00.0,2100-01-01,38.308,-119.6,150.0,297.0,2969.5913,0.17049408,74.799545,743.8194,0.25642464,-0.7675958
06E01:WY:SNOW,06E01,WY,SNOW,Sour Dough,MT,Johnson,100902060101.0,8460.0,44.21194,-106.99722,,,SORW4,1937-04-01 00:00:00.0,2100-01-01,44.212,-107.0,500.0,133.0,2651.847,0.4387741,88.269516,-546.23553,0.030188847,-0.7851701
985:WA:SNTL,985,WA,SNTL,Sourdough Gulch,OR,Asotin,170601030202.0,4000.0,46.23718,-117.39438,-8.0,32030.0,SGUW1,2000-07-01 00:00:00.0,2100-01-01,46.228,-117.404,211.0,77.0,1192.661,0.4874649,19.107674,696.68115,0.75707793,-0.31635094
17A10:WA:SNOW,17A10,WA,SNOW,South Baldy,OR,Pend Oreille,170102160202.0,4920.0,48.4275,-117.15462,,,,2005-03-01 00:00:00.0,2100-01-01,48.424,-117.152,218.0,16.0,1320.676,0.34423065,150.43454,-7016.29,-0.715873,-0.4583678
BOSDELCO:CO:USGS,BOSDELCO,CO,USGS,South Boulder Ck Div,CO,Boulder,101900050503.0,6320.0,39.93278,-105.30806,,,,1900-01-01 00:00:00.0,2100-01-01,39.928,-105.308,547.0,252.0,2275.9304,0.18334198,81.22076,-2184.9856,0.15145886,-0.7795056
06729500:CO:USGS,06729500,CO,USGS,South Boulder Ck nr Eldorado Springs,CO,Boulder,101900050504.0,6080.0,39.9311,-105.29582,,,,1896-01-01 00:00:00.0,2100-01-01,39.928,-105.308,547.0,252.0,2275.9304,0.18334198,81.22076,-2184.9856,0.15145886,-0.7795056
772:WY:SNTL,772,WY,SNTL,South Brush Creek,CO,Carbon,101800020303.0,8495.0,41.3295,-106.5025,-8.0,,SBCW4,1976-02-01 00:00:00.0,2100-01-01,41.332,-106.496,514.0,213.0,2695.6748,0.5583191,248.7036,-1158.7933,-0.3483792,0.75006294
CO0027:CO:USGS,CO0027,CO,USGS,South Canon Ditch,CO,Fremont,110200011409.0,5597.0,38.42977,-105.27097,,,,1911-04-01 00:00:00.0,2100-01-01,38.416,-105.272,548.0,294.0,1793.1625,0.21509552,22.446526,3289.5686,0.7460451,-0.3647373
09378170:UT:USGS,09378170,UT,USGS,South Ck ab Resv nr Monticello,UT,San Juan,140802030103.0,7170.0,37.84667,-109.36889,,,,1985-10-01 00:00:00.0,2100-01-01,37.84,-109.376,434.0,310.0,2216.057,0.423851,104.13389,395.75613,-0.23950183,-0.7700307
773:CO:SNTL,773,CO,SNTL,South Colony,CO,Custer,110200011206.0,10868.0,37.96647,-105.53671,-8.0,,SCYC2,1990-10-01 00:00:00.0,2100-01-01,37.984,-105.524,541.0,306.0,3309.7388,0.119262695,70.29014,-7132.762,0.32527804,-0.75522953
12375900:MT:USGS,12375900,MT,USGS,South Crow Ck nr Ronan,MT,Lake,170102120601.0,3320.0,47.4916,-114.02677,,,,1982-09-29 00:00:00.0,2100-01-01,47.488,-114.02,305.0,42.0,1137.9194,0.115478516,263.81396,4841.796,-0.107342735,0.78247833
13186000:ID:USGS,13186000,ID,USGS,"South Fork Boise R nr Featherville, ID",ID,Elmore,170501130802.0,4218.0,43.5,-115.3,,,,1945-01-01 00:00:00.0,2100-01-01,43.492,-115.316,269.0,153.0,1319.5039,0.3248291,146.3945,5736.183,-0.6944637,-0.5055045
925:OR:SNTL,925,OR,SNTL,South Fork Bull Run,OR,Clackamas,170800010504.0,2690.0,45.44575,-122.03125,-8.0,,SFBO3,1997-09-18 00:00:00.0,2100-01-01,45.436,-122.048,82.0,99.0,874.30426,0.28074646,217.61409,-270.11273,-0.6699297,0.54798764
13338500:ID:USGS,13338500,ID,USGS,"South Fork Clearwater River at Stites, I",ID,Idaho,170603050903.0,1300.0,46.08333,-115.96667,,,,1911-10-01 00:00:00.0,2100-01-01,46.084,-115.964,251.0,81.0,662.4338,0.40294647,310.9198,4999.9395,0.57988346,0.6470928
14332000:OR:USGS,14332000,OR,USGS,South Fork Rogue nr Prospect,OR,Jackson,171003070207.0,3300.0,42.7,-122.38333,,,,1924-05-01 00:00:00.0,2100-01-01,42.7,-122.372,73.0,175.0,1203.0308,0.4989395,346.21136,2221.1086,0.7707793,0.23397577
SLK:CA:MSNT,SLK,CA,MSNT,South Lake,GC,Inyo,180901020601.0,9600.0,37.176,-118.562,,,,1980-11-24 00:00:00.0,2100-01-01,37.192,-118.556,179.0,328.0,3442.6296,0.25294495,318.6152,-9444.001,0.6436845,0.58414763
774:ID:SNTL,774,ID,SNTL,South Mtn.,ID,Owyhee,170501080205.0,6500.0,42.76478,-116.90037,-8.0,,SMTI1,1978-10-01 00:00:00.0,2100-01-01,42.772,-116.9,225.0,173.0,2025.308,0.22641754,54.11836,-5920.611,0.5301457,-0.68094736
775:WY:SNTL,775,WY,SNTL,South Pass,MT,Fremont,100800030101.0,9040.0,42.57317,-108.84325,-8.0,,SPSW4,1984-10-01 00:00:00.0,2100-01-01,42.556,-108.836,449.0,179.0,2662.6726,0.48312378,141.08597,-2935.8267,-0.66123724,-0.56086385
06694920:CO:USGS,06694920,CO,USGS,South Platte R ab Spinney Res,CO,Park,101900010306.0,8695.0,38.99749,-105.68167,,,,1946-10-01 00:00:00.0,2100-01-01,38.992,-105.668,537.0,278.0,2648.0999,1.064743,343.81302,2757.2793,0.7651786,0.2718707
06707500:CO:USGS,06707500,CO,USGS,South Platte R at South Platte,CO,Jefferson,101900020701.0,6078.0,39.40916,-105.16999,,,,1896-01-01 00:00:00.0,2100-01-01,39.424,-105.164,551.0,266.0,2265.8552,0.53445435,233.06471,-797.0046,-0.54109025,0.6743229
06694650:CO:USGS,06694650,CO,USGS,South Platte R bl Antero Reservoir,CO,Park,101900010210.0,8950.0,38.99317,-105.89501,,,,1946-10-01 00:00:00.0,2100-01-01,38.992,-105.884,531.0,278.0,2724.3843,1.8840485,326.11978,1595.31,0.6928891,0.5085515
06701000:CO:USGS,06701000,CO,USGS,South Platte R bl Cheesman Lk,CO,Douglas,101900020406.0,6609.0,39.20916,-105.26777,,,,1924-10-01 00:00:00.0,2100-01-01,39.208,-105.272,548.0,272.0,2311.6167,0.27417755,290.11768,4787.617,0.33127424,0.7539428
06695500:CO:USGS,06695500,CO,USGS,South Platte R nr Lake George,CO,Park,101900010605.0,8458.0,38.90528,-105.47278,,,,1929-10-01 00:00:00.0,2100-01-01,38.92,-105.488,542.0,280.0,2684.4297,0.858902,210.37305,774.4408,-0.71185064,0.46813986
14187500:OR:USGS,14187500,OR,USGS,South Santiam R at Waterloo,OR,Linn,170900060803.0,370.0,44.49846,-122.82342,,,,1905-01-01 00:00:00.0,2100-01-01,44.5,-122.84,60.0,125.0,130.24367,1.0060043,348.50616,557.31323,0.77527004,0.19668621
14185000:OR:USGS,14185000,OR,USGS,South Santiam R bl Cascadia,OR,Linn,170900060401.0,775.0,44.39179,-122.49758,,,,1935-09-01 00:00:00.0,2100-01-01,44.392,-122.48,70.0,128.0,644.3098,0.47042847,9.361773,-321.01077,0.7786941,-0.16125531
14187200:OR:USGS,14187200,OR,USGS,South Santiam R nr Foster,OR,Linn,170900060801.0,530.0,44.4125,-122.6875,,,,1973-08-01 00:00:00.0,2100-01-01,44.428,-122.696,64.0,127.0,186.95702,0.99508667,201.06215,4029.254,-0.7508531,0.34500685
14308000:OR:USGS,14308000,OR,USGS,South Umpqua R at Tiller,OR,Douglas,171003020306.0,992.0,42.9304,-122.94839,,,,1910-10-01 00:00:00.0,2100-01-01,42.916,-122.948,57.0,169.0,490.9281,1.6602173,15.700953,4444.6133,0.7663894,-0.2642863
14312000:OR:USGS,14312000,OR,USGS,South Umpqua R nr Brockway,OR,Douglas,171003021305.0,463.0,43.13317,-123.39841,,,,1905-12-01 00:00:00.0,2100-01-01,43.132,-123.416,44.0,163.0,256.3455,0.91384125,297.7909,3393.6978,0.4362818,0.72427225
3068:CO:CSCAN,3068,CO,CSCAN,Southern Ute Tribe,GC,La Plata,140801011502.0,6660.0,37.16839,-107.67642,-7.0,,,2020-10-05 00:00:00.0,2100-01-01,37.156,-107.684,481.0,329.0,2002.8542,1.9552307,147.66348,1871.1252,-0.7015381,-0.49116927
CO0047:CO:USGS,CO0047,CO,USGS,Southside Canal,CO,Mesa,140100051202.0,7830.0,39.2255,-107.8152,,,,1980-10-01 00:00:00.0,2100-01-01,39.208,-107.828,477.0,272.0,2607.5679,0.2506256,317.91977,520.7154,0.6384949,0.59042454
10150500:UT:USGS,10150500,UT,USGS,Spanish Fk at Castilla,UT,Utah,160202020502.0,4870.0,40.04968,-111.54797,,,,1919-05-01 00:00:00.0,2100-01-01,40.036,-111.536,374.0,249.0,1746.5825,0.3414383,138.1517,2551.365,-0.64023805,-0.58834445
7882:SD:COOP,7882,SD,COOP,Spearfish,MT,Lawrence,101202030204.0,3640.0,44.5,-103.86666,,,SPES2,1893-01-01 00:00:00.0,2100-01-01,44.5,-103.868,587.0,125.0,1148.859,0.3159485,1.7833139,2282.7317,0.78515595,-0.031109631
CO0028:CO:USGS,CO0028,CO,USGS,Spencer Ditch,CO,Montezuma,140801070102.0,10138.0,37.4727,-108.1469,,,,1966-11-01 00:00:00.0,2100-01-01,37.48,-108.152,468.0,320.0,2976.5942,0.23216248,260.80585,-6664.1963,-0.15844154,0.778933
776:WA:SNTL,776,WA,SNTL,Spencer Meadow,OR,Skamania,170800020108.0,3400.0,46.1795,-121.92661,-8.0,,SPMW1,1980-10-01 00:00:00.0,2100-01-01,46.192,-121.94,85.0,78.0,1054.12,0.40042114,183.03871,1344.5833,-0.7846947,0.05296097
16016025:CO:BOR,16016025,CO,BOR,Spinney Mountain Reservoir,CO,Park,101900010306.0,8686.0,38.97379,-105.62248,,,,1981-10-01 00:00:00.0,2100-01-01,38.956,-105.632,538.0,279.0,2676.0596,1.3206177,69.910835,3216.295,0.33085644,-0.7540337
777:WA:SNTL,777,WA,SNTL,Spirit Lake,OR,Skamania,170800050502.0,3520.0,46.26113,-122.1772,-8.0,,SPTW1,1983-10-01 00:00:00.0,2100-01-01,46.264,-122.192,78.0,76.0,1145.5643,0.21890259,348.6021,-6556.428,0.77543956,0.19510709
1117:UT:SNTL,1117,UT,SNTL,Spirit Lk,UT,Daggett,140401060501.0,10235.0,40.83868,-110.00527,-8.0,43934.0,SPKU1,2009-10-01 00:00:00.0,2100-01-01,40.828,-109.988,417.0,227.0,3599.2012,0.42855835,85.51491,-7134.1587,0.07804089,-0.78386474
2154:UT:SCAN,2154,UT,SCAN,Split Mountain,GC,Uintah,140600101102.0,4844.0,40.39136,-109.35326,-7.0,43991.0,SPMU1,2010-01-19 00:00:00.0,2100-01-01,40.396,-109.34,435.0,239.0,1479.773,1.3238907,331.8555,3805.8582,0.72264624,0.44074997
12433000:WA:USGS,12433000,WA,USGS,Spokane R at Long Lake,OR,Lincoln,170103070107.0,1299.0,47.83655,-117.84135,,,,1939-04-01 00:00:00.0,2100-01-01,47.848,-117.836,199.0,32.0,508.33557,0.7853775,349.21252,2848.4968,0.7764837,0.18502602
12419000:ID:USGS,12419000,ID,USGS,Spokane R nr Post Falls,ID,Kootenai,170103050304.0,2003.0,47.70306,-116.97778,,,,1913-01-01 00:00:00.0,2100-01-01,47.704,-116.972,223.0,36.0,832.5255,0.26728058,17.077053,-518.8003,0.7628604,-0.2856279
7938:WA:COOP,7938,WA,COOP,Spokane WSO Airport,OR,Spokane,170103060306.0,2360.0,47.63333,-117.53333,,,GEGW1,1881-02-01 00:00:00.0,2100-01-01,47.632,-117.548,207.0,38.0,727.3283,2.861885,34.335583,-931.34753,0.6902451,-0.5135578
2158:UT:SCAN,2158,UT,SCAN,Spooky,GC,Kane,140700050701.0,5341.0,37.51468,-111.26189,-7.0,,SPYU1,2010-04-14 00:00:00.0,2100-01-01,37.516,-111.248,382.0,319.0,1522.1204,0.78533936,172.43132,3058.902,-0.78102297,-0.13096073
13B02:MT:SNOW,13B02,MT,SNOW,Spotted Bear Mountain,MT,Flathead,170102090406.0,5900.0,47.91568,-113.47413,,,SPTM8,1948-03-01 00:00:00.0,2100-01-01,47.92,-113.48,320.0,30.0,1814.7881,0.32886505,301.0334,3821.9607,0.4760001,0.70846725
SPF:CA:SNOW,SPF,CA,SNOW,Spotted Fawn,UN,Tuolumne,180400090301.0,7800.0,38.092,-119.758,,,,1948-01-01 00:00:00.0,2100-01-01,38.092,-119.744,146.0,303.0,2398.2764,0.24305725,255.41039,-3261.605,-0.24676052,0.76901287
11501000:OR:USGS,11501000,OR,USGS,Sprague R nr Chiloquin,OR,Klamath,180102020715.0,4202.0,42.58458,-121.84974,,,,1920-01-01 00:00:00.0,2100-01-01,42.592,-121.832,88.0,178.0,1551.0745,0.60276794,311.4924,-714.1627,0.58512676,0.6428887
778:CA:SNTL,778,CA,SNTL,Spratt Creek,UT,Alpine,160502010107.0,6063.0,38.66627,-119.81741,-8.0,,SPCC1,1983-10-01 00:00:00.0,2100-01-01,38.668,-119.816,144.0,287.0,2139.1086,0.18154144,332.52493,5926.0303,0.7257046,0.43226293
09323000:UT:USGS,09323000,UT,USGS,"Spring City Tunnel Near Spring City, UT",UT,Sanpete,140600090202.0,9838.0,39.41666,-111.35,,,,1960-10-01 00:00:00.0,2100-01-01,39.424,-111.356,379.0,266.0,3021.4722,0.2167511,139.60054,-9424.553,-0.6508487,-0.5750473
779:WY:SNTL,779,WY,SNTL,Spring Creek Divide,ID,Sublette,140401011001.0,9000.0,42.52516,-110.66148,-8.0,,SCDW4,1978-10-01 00:00:00.0,2100-01-01,42.52,-110.672,398.0,180.0,2633.6914,0.64151764,297.29263,-1441.8,0.4299292,0.7265235
13E30:ID:SNOW,13E30,ID,SNOW,Spring Mountain Canyon,ID,Lemhi,170402160101.0,8777.0,44.35063,-113.26703,,,,2004-03-01 00:00:00.0,2100-01-01,44.356,-113.264,326.0,129.0,2810.7324,0.15783691,52.577034,-8911.071,0.5460578,-0.6711767
7800:MT:COOP,7800,MT,COOP,Springdale,MT,Park,100700020509.0,4220.0,45.73333,-110.23333,,,SPDM8,1951-01-01 00:00:00.0,2100-01-01,45.724,-110.24,410.0,91.0,1494.7585,0.33176422,344.29498,3016.5632,0.7663794,0.26434988
984:WA:SNTL,984,WA,SNTL,Spruce Springs,OR,Garfield,170601030201.0,5700.0,46.18287,-117.54155,-8.0,,SPGW1,2000-07-01 00:00:00.0,2100-01-01,46.192,-117.548,207.0,78.0,1654.4,0.35207367,290.30875,-5894.196,0.33407018,0.75333005
780:CO:SNTL,780,CO,SNTL,Spud Mountain,CO,San Juan,140801040202.0,10674.0,37.69883,-107.77841,-8.0,,SPSC2,1985-10-01 00:00:00.0,2100-01-01,37.696,-107.792,478.0,314.0,3097.7795,0.1430893,218.3226,2477.7463,-0.6652377,0.5550597
781:MT:SNTL,781,MT,SNTL,Spur Park,MT,Judith Basin,100401030301.0,8100.0,46.77962,-110.62165,-8.0,,SPRM8,1966-10-01 00:00:00.0,2100-01-01,46.768,-110.636,399.0,62.0,2243.0366,0.26342773,172.97615,-5385.248,-0.78163177,-0.12167847
8022:ID:COOP,8022,ID,COOP,St Anthony 1 WNW,ID,Fremont,170402030504.0,4950.0,43.96666,-111.71666,,,SANI1,1895-07-01 00:00:00.0,2100-01-01,43.96,-111.716,369.0,140.0,1510.5862,4.923935,241.56923,886.3284,-0.4443427,0.72131264
05018500:MT:USGS,05018500,MT,USGS,St Mary Canal at St Mary Xing nr Babb,MT,Glacier,90400010405.0,4450.0,48.95,-113.36667,,,,1918-01-01 00:00:00.0,2100-01-01,48.964,-113.372,323.0,1.0,1344.565,0.5135498,344.65213,-7729.3594,0.76724476,0.2587454
12354000:MT:USGS,12354000,MT,USGS,St Regis R at St Regis,MT,Mineral,170102040712.0,2645.0,47.3,-115.11667,,,,1910-09-01 00:00:00.0,2100-01-01,47.308,-115.1,275.0,47.0,822.31323,0.19295502,335.82925,8739.952,0.73958534,0.38863242
12414500:ID:USGS,12414500,ID,USGS,St. Joe R at Calder,ID,Shoshone,170103040605.0,2172.0,47.27464,-116.18905,,,,1911-01-01 00:00:00.0,2100-01-01,47.272,-116.18,245.0,48.0,1072.9862,0.6491394,42.467278,2614.22,0.63555855,-0.59386575
786:WY:SNTL,786,WY,SNTL,St. Lawrence Alt,MT,Fremont,100800020105.0,8620.0,43.03313,-109.17025,-8.0,,SLAW4,1983-10-01 00:00:00.0,2100-01-01,43.024,-109.16,440.0,166.0,2702.9534,0.5949249,49.67332,382.8862,0.5743655,-0.6513691
12414900:ID:USGS,12414900,ID,USGS,"St. Maries River Near Santa, ID",ID,Benewah,170103040903.0,2574.0,47.16667,-116.48333,,,,1965-10-01 00:00:00.0,2100-01-01,47.164,-116.468,237.0,51.0,848.67975,1.3479843,118.36224,4485.933,-0.44348463,-0.7216334
05017500:MT:USGS,05017500,MT,USGS,St. Mary R nr Babb,MT,Glacier,90400010404.0,4468.0,48.83331,-113.41982,,,,1901-07-14 00:00:00.0,2100-01-01,48.82,-113.408,322.0,5.0,1482.7689,0.27750397,284.06464,2188.4421,0.23839498,0.77018243
